Index,pattern_id,predicate,sup,card_class,pr_quartile,question,answer,model_answer,verdict_exact_match,verdict_edit_sim,verdict_jaccard_sim,verdict_rouge_l,verdict_bleu,verdict_bert_cosine,exact_match,edit_sim,jaccard_sim,rouge_l,bleu,bert_cosine
23,P1,author,19810,single,Q1,What book has Isabella Beeton written?,Mrs Beeton's Book of Household Management,Beeton's Book of Household Management,hallucination,correct,correct,correct,correct,correct,0,0.9024390243902439,0.8333333333333334,0.923076923076923,0.8187307530779819,0.9704998731613159
24,P1,author,19810,single,Q1,What book has Harold Coyle written?,Team Yankee,The Sorrow of War,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.17647058823529416,0.0,0.0,0.0,0.19622471928596497
25,P1,author,19810,single,Q1,What book has Vasily Aksyonov written?,Generations of Winter,The Master and Margarita,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16666666666666663,0.0,0.0,0.0,0.14104455709457397
26,P1,author,19810,single,Q1,What book has Don L. Wulffson written?,Soldier X,The American Dream,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16666666666666663,0.0,0.0,0.0,0.14520975947380066
27,P1,author,19810,single,Q1,What book has Jason Clarke (writer) written?,Michael Moore Is a Big Fat Stupid White Man,Unscripted,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.11627906976744184,0.0,0.0,0.0,0.08774188160896301
28,P1,author,19810,single,Q1,What book has Max Beerbohm written?,Zuleika Dobson,Weed,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0714285714285714,0.0,0.0,0.0,0.10975891351699829
29,P1,author,19810,single,Q1,What book has Dossie Easton written?,The Ethical Slut,The Secret Wife,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3125,0.2,0.3333333333333333,0.11362193664674995,0.39128661155700684
30,P1,author,19810,single,Q1,What book has Andy Hunt (author) written?,Programming Ruby,The Martian,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.125,0.0,0.0,0.0,0.1684764325618744
31,P1,author,19810,single,Q1,What book has John Antrobus written?,The Bed-Sitting Room (play),The Haunting of Gabe Orton,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2592592592592593,0.125,0.20000000000000004,0.05372849659117709,0.19842514395713806
32,P1,author,19810,single,Q1,What book has Rudolfo Anaya written?,"Bless Me, Ultima",Bless You,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.375,0.25,0.4,0.09069748827745895,0.525574803352356
33,P1,author,19810,single,Q1,"What book has Thomas Dixon, Jr. written?",The Leopard's Spots,The Green Mile,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3157894736842105,0.2,0.28571428571428575,0.11362193664674995,0.1571706384420395
34,P1,author,19810,single,Q1,What book has Emily Arnold McCully written?,Mirette on the High Wire,A Horse's Tale,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16666666666666663,0.0,0.0,0.0,0.20365159213542938
35,P1,author,19810,single,Q1,What book has Gregory David Roberts written?,Shantaram (novel),Shantaram,hallucination,hallucination,correct,hallucination,hallucination,hallucination,0,0.5294117647058824,0.5,0.6666666666666666,0.06541924356118012,0.7793893814086914
36,P1,author,19810,single,Q1,What book has Dorothy Wall written?,Blinky Bill,Nielsen's Dust,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2142857142857143,0.0,0.0,0.0,0.1269892156124115
37,P1,author,19810,single,Q1,What book has Frank Yerby written?,"Judas, My Brother",Queen's People,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.23529411764705888,0.0,0.0,0.0,0.1537131369113922
38,P1,author,19810,single,Q1,What book has John Pearson (author) written?,James Bond: The Authorized Biography of 007,The Ghost Dogs of Central Asia,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.18604651162790697,0.18181818181818182,0.30769230769230765,0.041095991233501536,0.12358969449996948
39,P1,author,19810,single,Q1,What book has Peter Høeg written?,Miss Smilla's Feeling for Snow,Miss Smilla's Food Court,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.5666666666666667,0.2857142857142857,0.5454545454545454,0.13232169883599026,0.5864963531494141
40,P1,author,19810,single,Q1,What book has Kunal Basu written?,Racists (novel),Nightingale,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.19999999999999996,0.0,0.0,0.0,0.19066163897514343
41,P1,author,19810,single,Q1,What book has D'Arcy Wentworth Thompson written?,On Growth and Form,On the movements and residence of birds,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3076923076923077,0.2222222222222222,0.36363636363636365,0.039281465090051315,0.28492361307144165
42,P1,author,19810,single,Q1,What book has Frans G. Bengtsson written?,The Long Ships,The Magic Mountain,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2777777777777778,0.2,0.3333333333333333,0.11362193664674995,0.21591868996620178
43,P1,author,19810,single,Q1,What book has Victor Margueritte written?,The Bachelor Girl,The Man Who Loved Dogs,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.36363636363636365,0.14285714285714285,0.25,0.05372849659117709,0.20848746597766876
44,P1,author,19810,single,Q1,What book has Paul Wühr written?,Das falsche Buch,The Night Watch,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25,0.0,0.0,0.0,0.10904377698898315
45,P1,author,19810,single,Q1,What book has John Masefield written?,The Box of Delights,Beowulf,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1578947368421053,0.0,0.0,0.0,0.2172447144985199
46,P1,author,19810,single,Q1,What book has Keith Baker (game designer) written?,Eberron Campaign Setting,The Art of Game Design,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25,0.0,0.0,0.0,0.08644060790538788
47,P1,author,19810,single,Q1,What book has Paco Ignacio Taibo II written?,The Uncomfortable Dead,Feed the Raven,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.13636363636363635,0.0,0.3333333333333333,0.0,0.21291327476501465
48,P1,author,19810,single,Q1,What book has Dorothy Kunhardt written?,Pat the Bunny,The Thief of Always,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.26315789473684215,0.0,0.28571428571428575,0.0,0.2794904410839081
49,P1,author,19810,single,Q1,What book has Naomi Mitchison written?,Memoirs of a Spacewoman,The Blue Flower,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.13043478260869568,0.0,0.0,0.0,0.17461887001991272
50,P1,author,19810,single,Q1,What book has Edwin Charles Tubb written?,Ten from Tomorrow,The Devil's Notebook,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25,0.0,0.0,0.0,0.1729518324136734
51,P1,author,19810,single,Q1,What book has Ron Burnett written?,Cultures of Vision,The Last Days of the Romanovs,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.27586206896551724,0.125,0.2222222222222222,0.040824829046386304,0.1589614748954773
52,P1,author,19810,single,Q1,What book has Anita Brookner written?,Hotel du Lac,Possessions,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.08333333333333337,0.0,0.0,0.0,0.1659863293170929
53,P1,author,19810,single,Q1,What book has Bill Strutton written?,The Web Planet  Doctor Who and the Zarbi  1,Unlikely Hero,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.11627906976744184,0.0,0.0,0.0,0.15595588088035583
54,P1,author,19810,single,Q1,What book has Welwyn Wilton Katz written?,Out of the Dark (Wilton Katz novel),The Wormwood Trilogy,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.19999999999999996,0.0,0.2,0.0,0.3983909785747528
55,P1,author,19810,single,Q1,What book has Elizabeth Levy written?,The Computer That Said Steal Me,The Good Daughter,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.29032258064516125,0.125,0.2222222222222222,0.0417991745584234,0.14512887597084045
56,P1,author,19810,single,Q1,What book has Jack Abbott (author) written?,In the Belly of the Beast,The Rage of a Privileged Class,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.23333333333333328,0.1,0.3333333333333333,0.040824829046386304,0.12093992531299591
57,P1,author,19810,single,Q1,What book has Paul Erickson written?,The Ark (Doctor Who)  The Ark  1,Unbroken,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.09375,0.0,0.0,0.0,0.21926423907279968
58,P1,author,19810,single,Q1,What book has Johannes V. Jensen written?,The Long Journey,The Spinner,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.375,0.25,0.4,0.09069748827745895,0.26232707500457764
59,P1,author,19810,single,Q1,What book has Kornel Makuszyński written?,Argument About Basia,The End of Children,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.09999999999999998,0.0,0.0,0.0,0.12230277806520462
60,P1,author,19810,single,Q1,What book has Edward P. Jones written?,The Known World,The Known World,correct,correct,correct,correct,correct,correct,1,1.0,1.0,1.0,0.5623413251903491,1.0
61,P1,author,19810,single,Q1,What book has Dare Wright written?,The Lonely Doll,The Art of the Fight,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.30000000000000004,0.14285714285714285,0.25,0.05372849659117709,0.3076785206794739
62,P1,author,19810,single,Q1,What book has Ward Moore written?,Bring the Jubilee,The Dead and the Alive,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2727272727272727,0.14285714285714285,0.25,0.05372849659117709,0.1965854912996292
63,P1,author,19810,single,Q1,What book has Dan Koeppel written?,To See Every Bird on Earth,The Hike,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15384615384615385,0.0,0.0,0.0,0.21595320105552673
64,P1,author,19810,single,Q1,What book has James Heneghan written?,The Grave (novel),The Lost Girl,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3529411764705882,0.2,0.3333333333333333,0.11362193664674995,0.2862444221973419
65,P1,author,19810,single,Q1,What book has Pierre Vallières written?,White Niggers of America,La main tendue,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.125,0.0,0.0,0.0,0.07593318819999695
66,P1,author,19810,single,Q1,What book has Andrew Neiderman written?,The Baby Squad,The Art of Problem Solving,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2692307692307693,0.14285714285714285,0.25,0.05372849659117709,0.10851339995861053
67,P1,author,19810,single,Q1,What book has Ken Grimwood written?,Replay (Grimwood novel),The Noble Fool,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.17391304347826086,0.0,0.0,0.0,0.19832836091518402
68,P1,author,19810,single,Q1,What book has Azadeh Moaveni written?,Lipstick Jihad,Shah of Shek,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1428571428571429,0.0,0.0,0.0,0.26109346747398376
69,P1,author,19810,single,Q1,What book has Jung Chang written?,Mao: The Unknown Story,Wild Swans,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.09090909090909094,0.0,0.0,0.0,0.09558086097240448
70,P1,author,19810,single,Q1,What book has Julie Burchill written?,Sugar Rush (novel),Reckless,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.11111111111111116,0.0,0.0,0.0,0.19268019497394562
71,P1,author,19810,single,Q1,What book has Robert Graysmith written?,Zodiac (book),The Ghostwriter,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0,0.0,0.0,0.0,0.18423494696617126
72,P1,author,19810,single,Q1,What book has Nancy Garden written?,Annie on My Mind,Across Five Aprils,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16666666666666663,0.0,0.0,0.0,0.07168051600456238
73,P1,author,19810,single,Q1,What book has Benjamin Barber written?,Jihad vs. McWorld,Burgerland,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.05882352941176472,0.0,0.0,0.0,0.2399844527244568
74,P1,author,19810,single,Q1,What book has Maureen F. McHugh written?,China Mountain Zhang,The Dog Stars,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25,0.0,0.0,0.0,0.11642637103796005
75,P1,author,19810,single,Q1,What book has Kjartan Poskitt written?,Murderous Maths,"The Sun, the Moon, and the Stars",hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.21875,0.0,0.0,0.0,0.13889142870903015
76,P1,author,19810,single,Q1,What book has Nick Arnold written?,Horrible Science,The Famous Five,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0625,0.0,0.0,0.0,0.10367342084646225
77,P1,author,19810,single,Q1,What book has Thomas Rockwell written?,How to Eat Fried Worms,The Plot Against America,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16666666666666663,0.0,0.0,0.0,0.030002344399690628
78,P1,author,19810,single,Q1,What book has J. D. Beresford written?,The Hampdenshire Wonder,The Adventures of Pinocchio,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2592592592592593,0.16666666666666666,0.28571428571428575,0.08034284189446518,0.17176300287246704
79,P1,author,19810,single,Q1,What book has Susan Kay written?,Phantom (Kay novel),The Outsiders,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1578947368421053,0.0,0.0,0.0,0.28526967763900757
80,P1,author,19810,single,Q1,What book has M. Ageyev written?,Novel with Cocaine,Unbearable lightness of being,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.27586206896551724,0.0,0.0,0.0,0.16488192975521088
81,P1,author,19810,single,Q1,What book has Traci Harding written?,Tablet of Destinies (book),The Mirror Thief,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1923076923076923,0.0,0.0,0.0,0.1587747037410736
82,P1,author,19810,single,Q1,What book has William Shunn written?,Dance of the Yellow-Breasted Luddites,The Call,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1351351351351351,0.0,0.25,0.0,0.16071626543998718
83,P1,author,19810,single,Q1,What book has Guy Davenport written?,The Logia of Yeshua,The Poet and the Coast,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.36363636363636365,0.125,0.22222222222222224,0.05372849659117709,0.22715270519256592
84,P1,author,19810,single,Q1,What book has Jean Lee Latham written?,"Carry On, Mr. Bowditch",The Story of the Komodo Dragon,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.19999999999999996,0.0,0.0,0.0,0.047738462686538696
85,P1,author,19810,single,Q1,What book has Laura Adams Armer written?,Waterless Mountain,The Joy Of Living,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16666666666666663,0.0,0.0,0.0,0.1532503366470337
86,P1,author,19810,single,Q1,What book has Denis Guedj written?,The Parrot's Theorem,The Lost Empire,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.4,0.2,0.28571428571428575,0.11362193664674995,0.09401600062847137
87,P1,author,19810,single,Q1,What book has James Plunkett written?,Strumpet City,The Road to Oxiana,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16666666666666663,0.0,0.0,0.0,0.1366737335920334
88,P1,author,19810,single,Q1,What book has Willard Price written?,African Adventure,Trouble is My Business,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.13636363636363635,0.0,0.0,0.0,0.12534646689891815
89,P1,author,19810,single,Q1,What book has Maia Wojciechowska written?,Shadow of a Bull,The Glass River,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.125,0.0,0.0,0.0,0.18270719051361084
90,P1,author,19810,single,Q1,What book has Arthur Bowie Chrisman written?,Shen of the Sea,The Archaeology of the Southern Cities of Iraq,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.28260869565217395,0.2222222222222222,0.3333333333333333,0.05873949094699214,0.18609961867332458
91,P1,author,19810,single,Q1,What book has Monica Shannon written?,Dobry,Unsure,unsure,unsure,unsure,unsure,unsure,unsure,0,0.16666666666666663,0.0,0.0,0.0,0.18788820505142212
92,P1,author,19810,single,Q1,What book has Alain-René Lesage written?,Gil Blas,Manon Lescaut,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15384615384615385,0.0,0.0,0.0,0.22376781702041626
93,P1,author,19810,single,Q1,What book has Thorbjørn Egner written?,When the Robbers Came to Cardamom Town,The Snow Queen,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1842105263157895,0.0,0.2,0.0,-9.088590741157532e-05
94,P1,author,19810,single,Q1,What book has Lois Lenski written?,Strawberry Girl,My Friend Abe,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1333333333333333,0.0,0.0,0.0,0.22040793299674988
95,P1,author,19810,single,Q1,What book has Janette Sebring Lowrey written?,The Poky Little Puppy,The Rose Garden,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.33333333333333337,0.16666666666666666,0.28571428571428575,0.0814136751754278,0.19115208089351654
96,P1,author,19810,single,Q1,What book has Lori Bryant-Woolridge written?,Read Between the Lies,The Joy of Living,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1428571428571429,0.0,0.25,0.0,0.1357814073562622
97,P1,author,19810,single,Q1,What book has George Samuel Clason written?,The Richest Man in Babylon (book),The Gold Hoard,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.21212121212121215,0.125,0.2222222222222222,0.0417991745584234,0.20784980058670044
98,P1,author,19810,single,Q1,What book has Marya Hornbacher written?,The Center of Winter,Purple Hibiscus,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15000000000000002,0.0,0.0,0.0,0.16388355195522308
99,P1,author,19810,single,Q1,What book has Ann Turner (writer) written?,The Girl Who Chased Away Sorrow,The Secret Garden,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25806451612903225,0.125,0.2222222222222222,0.0417991745584234,0.18288038671016693
100,P1,author,19810,single,Q1,What book has Harold Keith written?,Rifles for Watie,The Wind in the Willows,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.17391304347826086,0.0,0.0,0.0,0.07786931097507477
101,P1,author,19810,single,Q1,What book has Bhalchandra Nemade written?,Kosala (novel),The Discovery of India,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.09090909090909094,0.0,0.0,0.0,0.2638471722602844
102,P1,author,19810,single,Q1,What book has Pieter Aspe written?,Zoenoffer,The Little Prince,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.17647058823529416,0.0,0.0,0.0,0.2280554622411728
103,P1,author,19810,single,Q1,What book has Jerry Hopkins (author) written?,No One Here Gets Out Alive,Janis,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.07692307692307687,0.0,0.0,0.0,0.14335256814956665
104,P1,author,19810,single,Q1,What book has Eugène Sue written?,The Wandering Jew (novel),The Yellow Wallpaper,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.28,0.16666666666666666,0.28571428571428575,0.0814136751754278,0.10379830747842789
105,P1,author,19810,single,Q1,What book has Patrick Hamilton (writer) written?,Hangover Square,The Lion in Winter,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.11111111111111116,0.0,0.0,0.0,0.07234437763690948
106,P1,author,19810,single,Q1,What book has Kyle Onstott written?,Mandingo (novel),The Hunt for Paradise,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1428571428571429,0.0,0.0,0.0,0.22424118220806122
107,P1,author,19810,single,Q1,What book has Michael Pearson (author) written?,Shohola Falls,The First City,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0714285714285714,0.0,0.0,0.0,0.23099112510681152
108,P1,author,19810,single,Q1,What book has Édouard de Pomiane written?,La cuisine en dix minutes,The Little Prince,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.24,0.0,0.0,0.0,0.09978736937046051
109,P1,author,19810,single,Q1,What book has Charles Finger written?,Tales from Silver Lands,Unlikely Paradise,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.17391304347826086,0.0,0.0,0.0,0.26879799365997314
110,P1,author,19810,single,Q1,What book has Katharine Kerr written?,Daggerspell,The Crystal Cave,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1875,0.0,0.0,0.0,0.25947093963623047
111,P1,author,19810,single,Q1,What book has Adam McCune (novelist) written?,The Rats of Hamelin,The Quiet Hour,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3157894736842105,0.16666666666666666,0.28571428571428575,0.0814136751754278,0.12152844667434692
112,P1,author,19810,single,Q1,What book has Jonathan Latimer written?,The Lady in the Morgue,The Great Gatsby,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2727272727272727,0.14285714285714285,0.25,0.05833544737207805,0.272098183631897
113,P1,author,19810,single,Q1,What book has Annette von Droste-Hülshoff written?,Die Judenbuche,Frühlings Erwachen,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16666666666666663,0.0,0.0,0.0,0.2591002583503723
114,P1,author,19810,single,Q1,What book has James Percy FitzPatrick written?,Jock of the Bushveld,The Wilderness,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15000000000000002,0.0,0.3333333333333333,0.0,0.1851016879081726
115,P1,author,19810,single,Q1,What book has Andrew Lang written?,The World's Desire,Andersen's Fairy Tales,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.18181818181818177,0.0,0.25,0.0,0.20115499198436737
116,P1,author,19810,single,Q1,What book has Elizabeth George written?,Well-Schooled in Murder,Felicity,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.17391304347826086,0.0,0.0,0.0,0.2018747180700302
117,P1,author,19810,single,Q1,What book has Gennifer Choldenko written?,Al Capone Does My Shirts,The Missing Piece,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.20833333333333337,0.0,0.0,0.0,0.09714263677597046
118,P1,author,19810,single,Q1,What book has Nathaniel Philbrick written?,In the Heart of the Sea,In the Heart of the Sea,correct,correct,correct,correct,correct,correct,1,1.0,1.0,1.0,1.0,1.0000001192092896
119,P1,author,19810,single,Q1,What book has Kathleen Sky written?,Vulcan!,The Serpent's Shadow,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.050000000000000044,0.0,0.0,0.0,0.2857532203197479
120,P1,author,19810,single,Q1,What book has Daryl F. Mallett written?,Tales from Jabba's Palace,The Secret of the Forest,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16000000000000003,0.0,0.0,0.0,0.32340237498283386
