Index,pattern_id,predicate,sup,card_class,pr_quartile,question,answer,model_answer,verdict_exact_match,verdict_edit_sim,verdict_jaccard_sim,verdict_rouge_l,verdict_bleu,verdict_bert_cosine,exact_match,edit_sim,jaccard_sim,rouge_l,bleu,bert_cosine
15,P1,author,19810,single,Q4,What book has Gary K. Wolf written?,Who Censored Roger Rabbit?,Friday,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1153846153846154,0.0,0.0,0.0,0.158473789691925
16,P1,author,19810,single,Q4,What book has Mil Millington written?,Things My Girlfriend and I Have Argued About,The Mortal Instruments,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2272727272727273,0.0,0.0,0.0,0.1242318451404571
17,P1,author,19810,single,Q4,What book has Piri Thomas written?,Down These Mean Streets,Pedro Páramo,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1304347826086956,0.0,0.0,0.0,0.1313024461269378
18,P1,author,19810,single,Q4,What book has Mark Clifton written?,They'd Rather Be Right,The Ride of a Lifetime,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2272727272727273,0.0,0.0,0.0,0.1105194389820098
19,P1,author,19810,single,Q4,What book has Will Durant written?,The Story of Civilization,The Story of Civilization,correct,correct,correct,correct,correct,correct,1,1.0,1.0,1.0,1.0,1.0
20,P1,author,19810,single,Q4,What book has John Henry Patterson (author) written?,The Man-eaters of Tsavo,The River of Dreams,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.4347826086956522,0.3333333333333333,0.4444444444444445,0.0955442792204366,0.1642084866762161
21,P1,author,19810,single,Q4,What book has Ethel Pedley written?,Dot and the Kangaroo,The Mother of Us All,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15,0.0,0.2222222222222222,0.0,0.1973004043102264
22,P1,author,19810,single,Q4,What book has Michael Thomas Ford written?,Circle of Three,The Art of the Fight,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25,0.1428571428571428,0.25,0.053728496591177,0.2360319197177887
23,P1,author,19810,single,Q4,What book has Isabella Beeton written?,Mrs Beeton's Book of Household Management,Beeton's Book of Household Management,hallucination,correct,correct,correct,correct,correct,0,0.902439024390244,0.8333333333333334,0.923076923076923,0.8187307530779819,0.970499873161316
24,P1,author,19810,single,Q4,What book has Harold Coyle written?,Team Yankee,The Rainmore Legacy,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2631578947368421,0.0,0.0,0.0,0.2068666517734527
25,P1,author,19810,single,Q4,What book has Vasily Aksyonov written?,Generations of Winter,The Goat,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1428571428571429,0.0,0.0,0.0,0.2180952876806259
26,P1,author,19810,single,Q4,What book has Don L. Wulffson written?,Soldier X,The Anxious Generation,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1363636363636363,0.0,0.0,0.0,0.076708398759365
27,P1,author,19810,single,Q4,What book has Jason Clarke (writer) written?,Michael Moore Is a Big Fat Stupid White Man,The Light Between Oceans,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2325581395348837,0.0,0.0,0.0,0.1180601716041565
28,P1,author,19810,single,Q4,What book has Max Beerbohm written?,Zuleika Dobson,"Pictures of Fungus Growing and How to Grow Them, Borwein's Melody",hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.123076923076923,0.0,0.0,0.0,0.1528811603784561
29,P1,author,19810,single,Q4,What book has Dossie Easton written?,The Ethical Slut,Hillary's Angels,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0,0.0,0.0,0.0,0.2452748119831085
30,P1,author,19810,single,Q4,What book has Andy Hunt (author) written?,Programming Ruby,The Go Programming Language,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.4814814814814815,0.2,0.3333333333333333,0.0803428418944651,0.4181009829044342
31,P1,author,19810,single,Q4,What book has John Antrobus written?,The Bed-Sitting Room (play),The Hill Effect,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2222222222222222,0.1666666666666666,0.25,0.0814136751754278,0.0667411908507347
32,P1,author,19810,single,Q4,What book has Rudolfo Anaya written?,"Bless Me, Ultima",Bless You,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.375,0.25,0.4,0.0906974882774589,0.525574803352356
33,P1,author,19810,single,Q4,"What book has Thomas Dixon, Jr. written?",The Leopard's Spots,The Doom Sect ,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.4210526315789473,0.2,0.2857142857142857,0.1136219366467499,0.1349351704120636
34,P1,author,19810,single,Q4,What book has Emily Arnold McCully written?,Mirette on the High Wire,The Polar Bear’s Prayer,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.125,0.0,0.2,0.0,0.1891030967235565
35,P1,author,19810,single,Q4,What book has Gregory David Roberts written?,Shantaram (novel),Shantaram,hallucination,hallucination,correct,hallucination,hallucination,hallucination,0,0.5294117647058824,0.5,0.6666666666666666,0.0654192435611801,0.7793893814086914
36,P1,author,19810,single,Q4,What book has Dorothy Wall written?,Blinky Bill,Tuck Everlasting,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0625,0.0,0.0,0.0,0.0981387346982956
37,P1,author,19810,single,Q4,What book has Frank Yerby written?,"Judas, My Brother",The Deepening Blue,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0,0.0,0.0,0.0,0.1546541303396225
38,P1,author,19810,single,Q4,What book has John Pearson (author) written?,James Bond: The Authorized Biography of 007,The Canterbury Tales,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1860465116279069,0.1111111111111111,0.2,0.0299504173272496,0.1821897327899933
39,P1,author,19810,single,Q4,What book has Peter Høeg written?,Miss Smilla's Feeling for Snow,Strange Days in Paradise,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2333333333333332,0.0,0.0,0.0,0.1756647080183029
40,P1,author,19810,single,Q4,What book has Kunal Basu written?,Racists (novel),Booker Prize Shortlist,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1363636363636363,0.0,0.0,0.0,0.1595961153507232
41,P1,author,19810,single,Q4,What book has D'Arcy Wentworth Thompson written?,On Growth and Form,On Growth and Form,correct,correct,correct,correct,correct,correct,1,1.0,1.0,1.0,1.0,1.0000001192092896
42,P1,author,19810,single,Q4,What book has Frans G. Bengtsson written?,The Long Ships,*En man som kom förrän*,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1304347826086956,0.0,0.0,0.0,0.1449757516384124
43,P1,author,19810,single,Q4,What book has Victor Margueritte written?,The Bachelor Girl,La condition humaine,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15,0.0,0.0,0.0,0.1516257673501968
44,P1,author,19810,single,Q4,What book has Paul Wühr written?,Das falsche Buch,The Lost City of Gold,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1428571428571429,0.0,0.0,0.0,0.1038107946515083
45,P1,author,19810,single,Q4,What book has John Masefield written?,The Box of Delights,Beowulf and Other Poems,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1739130434782608,0.0,0.0,0.0,0.2114522159099578
46,P1,author,19810,single,Q4,What book has Keith Baker (game designer) written?,Eberron Campaign Setting,The Atlas Paradox,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1666666666666666,0.0,0.0,0.0,0.0980880260467529
47,P1,author,19810,single,Q4,What book has Paco Ignacio Taibo II written?,The Uncomfortable Dead,Rage and the Machine,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1818181818181817,0.0,0.2857142857142857,0.0,0.2650460600852966
48,P1,author,19810,single,Q4,What book has Dorothy Kunhardt written?,Pat the Bunny,The Thief of Always,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2631578947368421,0.0,0.2857142857142857,0.0,0.2794904410839081
49,P1,author,19810,single,Q4,What book has Naomi Mitchison written?,Memoirs of a Spacewoman,The Blue Flower,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1304347826086956,0.0,0.0,0.0,0.1746188700199127
50,P1,author,19810,single,Q4,What book has Edwin Charles Tubb written?,Ten from Tomorrow,The Book of E.C. Tubb,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1904761904761904,0.0,0.0,0.0,0.0975893661379814
51,P1,author,19810,single,Q4,What book has Ron Burnett written?,Cultures of Vision,The Great Synagogue ,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1578947368421053,0.0,0.0,0.0,0.222923144698143
52,P1,author,19810,single,Q4,What book has Anita Brookner written?,Hotel du Lac,A Startling Vision,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1666666666666666,0.0,0.0,0.0,0.1411107182502746
53,P1,author,19810,single,Q4,What book has Bill Strutton written?,The Web Planet  Doctor Who and the Zarbi  1,The Complete Guide to Bird Photography,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3255813953488372,0.0714285714285714,0.1333333333333333,0.0247615104941601,0.1679348051548004
54,P1,author,19810,single,Q4,What book has Welwyn Wilton Katz written?,Out of the Dark (Wilton Katz novel),The Theory of Everything,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1999999999999999,0.1,0.1818181818181818,0.0379512712631048,0.1905182600021362
55,P1,author,19810,single,Q4,What book has Elizabeth Levy written?,The Computer That Said Steal Me,The Glass Castle,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2903225806451612,0.125,0.2222222222222222,0.0417991745584234,0.1853483021259308
56,P1,author,19810,single,Q4,What book has Jack Abbott (author) written?,In the Belly of the Beast,The Saltwater Field Guide,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.16,0.0,0.2,0.0,0.0122402496635913
57,P1,author,19810,single,Q4,What book has Paul Erickson written?,The Ark (Doctor Who)  The Ark  1,The Prince of Echo Park,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.375,0.1111111111111111,0.1666666666666666,0.0360152883084235,0.3809220492839813
58,P1,author,19810,single,Q4,What book has Johannes V. Jensen written?,The Long Journey,The Eternal City,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3125,0.2,0.3333333333333333,0.1136219366467499,0.4213911890983581
59,P1,author,19810,single,Q4,What book has Kornel Makuszyński written?,Argument About Basia,The End of Dawn,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25,0.0,0.0,0.0,0.0996525213122367
60,P1,author,19810,single,Q4,What book has Edward P. Jones written?,The Known World,The Knowns,hallucination,hallucination,hallucination,correct,hallucination,hallucination,0,0.6,0.25,0.8,0.0906974882774589,0.738193690776825
61,P1,author,19810,single,Q4,What book has Dare Wright written?,The Lonely Doll,The Wright Brothers,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3157894736842105,0.2,0.3333333333333333,0.1136219366467499,0.2747441530227661
62,P1,author,19810,single,Q4,What book has Ward Moore written?,Bring the Jubilee,The State of the World,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1818181818181817,0.1428571428571428,0.25,0.053728496591177,0.2030501514673233
63,P1,author,19810,single,Q4,What book has Dan Koeppel written?,To See Every Bird on Earth,The Boxing Herald-American,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1153846153846154,0.0,0.0,0.0,0.1566825360059738
64,P1,author,19810,single,Q4,What book has James Heneghan written?,The Grave (novel),The Book of Common Prayer,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.24,0.1428571428571428,0.25,0.053728496591177,0.2806178331375122
65,P1,author,19810,single,Q4,What book has Pierre Vallières written?,White Niggers of America,Cherche Midi,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2083333333333333,0.0,0.0,0.0,-0.0230830647051334
66,P1,author,19810,single,Q4,What book has Andrew Neiderman written?,The Baby Squad,Random Matrix Theory,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15,0.0,0.0,0.0,0.0615632161498069
67,P1,author,19810,single,Q4,What book has Ken Grimwood written?,Replay (Grimwood novel),A Complicated Man,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1304347826086956,0.0,0.0,0.0,0.1384856253862381
68,P1,author,19810,single,Q4,What book has Azadeh Moaveni written?,Lipstick Jihad,The Girl With the Dragon Tattoo,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1612903225806451,0.0,0.0,0.0,0.2532051801681518
69,P1,author,19810,single,Q4,What book has Jung Chang written?,Mao: The Unknown Story,Wild Swans,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0909090909090909,0.0,0.0,0.0,0.0955808609724044
70,P1,author,19810,single,Q4,What book has Julie Burchill written?,Sugar Rush (novel),Lady Oracle,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1666666666666666,0.0,0.0,0.0,0.1350798308849334
71,P1,author,19810,single,Q4,What book has Robert Graysmith written?,Zodiac (book),The Forensic Records Office,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1481481481481481,0.0,0.0,0.0,0.1098031774163246
72,P1,author,19810,single,Q4,What book has Nancy Garden written?,Annie on My Mind,The Unexpected Mrs. Pollifax,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2142857142857143,0.0,0.0,0.0,0.2865611910820007
73,P1,author,19810,single,Q4,What book has Benjamin Barber written?,Jihad vs. McWorld,Counterculture,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0588235294117647,0.0,0.0,0.0,0.3933562934398651
74,P1,author,19810,single,Q4,What book has Maureen F. McHugh written?,China Mountain Zhang,The Dog Stars,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25,0.0,0.0,0.0,0.11642637103796
75,P1,author,19810,single,Q4,What book has Kjartan Poskitt written?,Murderous Maths,The Last Week of Solitude,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.12,0.0,0.0,0.0,0.1697297096252441
76,P1,author,19810,single,Q4,What book has Nick Arnold written?,Horrible Science,Diary of a Wimpy Kid,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15,0.0,0.0,0.0,0.128102570772171
77,P1,author,19810,single,Q4,What book has Thomas Rockwell written?,How to Eat Fried Worms,The Outsiders,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2727272727272727,0.0,0.0,0.0,0.1039283275604248
78,P1,author,19810,single,Q4,What book has J. D. Beresford written?,The Hampdenshire Wonder,The Flower Fairies,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3043478260869565,0.2,0.3333333333333333,0.1136219366467499,0.2381184250116348
79,P1,author,19810,single,Q4,What book has Susan Kay written?,Phantom (Kay novel),The River of No Return,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1818181818181817,0.0,0.0,0.0,0.2672615051269531
80,P1,author,19810,single,Q4,What book has M. Ageyev written?,Novel with Cocaine,The Great Conspiracy,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1999999999999999,0.0,0.0,0.0,0.1620384156703949
81,P1,author,19810,single,Q4,What book has Traci Harding written?,Tablet of Destinies (book),The Spiral,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1538461538461538,0.0,0.0,0.0,0.18730528652668
82,P1,author,19810,single,Q4,What book has William Shunn written?,Dance of the Yellow-Breasted Luddites,The Auditory Imagination,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1351351351351351,0.0,0.2222222222222222,0.0,0.1736038774251938
83,P1,author,19810,single,Q4,What book has Guy Davenport written?,The Logia of Yeshua,The Longing in Gray,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.4210526315789473,0.1428571428571428,0.25,0.0803428418944651,0.1932363063097
84,P1,author,19810,single,Q4,What book has Jean Lee Latham written?,"Carry On, Mr. Bowditch",The Year God Created Mankind,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1428571428571429,0.0,0.0,0.0,0.0335100330412387
85,P1,author,19810,single,Q4,What book has Laura Adams Armer written?,Waterless Mountain,The Mystery of the Thorny Path,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2333333333333332,0.0,0.0,0.0,0.1650891900062561
86,P1,author,19810,single,Q4,What book has Denis Guedj written?,The Parrot's Theorem,The Emerald Tablet,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.4,0.2,0.2857142857142857,0.1136219366467499,0.2247904390096664
87,P1,author,19810,single,Q4,What book has James Plunkett written?,Strumpet City,The Call of the Wild,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15,0.0,0.0,0.0,0.1244734674692154
88,P1,author,19810,single,Q4,What book has Willard Price written?,African Adventure,True Grit,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1764705882352941,0.0,0.0,0.0,0.1702049523591995
89,P1,author,19810,single,Q4,What book has Maia Wojciechowska written?,Shadow of a Bull,The Drowning Room,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1764705882352941,0.0,0.0,0.0,0.1698536127805709
90,P1,author,19810,single,Q4,What book has Arthur Bowie Chrisman written?,Shen of the Sea,The Encyclopedia of American Game Birds,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2564102564102564,0.1111111111111111,0.2,0.0408248290463863,0.187994509935379
91,P1,author,19810,single,Q4,What book has Monica Shannon written?,Dobry,The Witching Hour,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0588235294117647,0.0,0.0,0.0,0.0663176849484443
92,P1,author,19810,single,Q4,What book has Alain-René Lesage written?,Gil Blas,Les Liaisons dangereuses,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.125,0.0,0.0,0.0,0.1325509250164032
93,P1,author,19810,single,Q4,What book has Thorbjørn Egner written?,When the Robbers Came to Cardamom Town,En,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0263157894736841,0.0,0.0,0.0,-0.031869601458311
94,P1,author,19810,single,Q4,What book has Lois Lenski written?,Strawberry Girl,Anna of Green Gables,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.25,0.0,0.0,0.0,0.2237813919782638
95,P1,author,19810,single,Q4,What book has Janette Sebring Lowrey written?,The Poky Little Puppy,The Summer I Turned Pretty,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3461538461538461,0.125,0.2222222222222222,0.053728496591177,0.2092792391777038
96,P1,author,19810,single,Q4,What book has Lori Bryant-Woolridge written?,Read Between the Lies,The Black Girlhood Experience,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2068965517241379,0.0,0.25,0.0,0.0987683832645416
97,P1,author,19810,single,Q4,What book has George Samuel Clason written?,The Richest Man in Babylon (book),Four Dollar Days,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1212121212121212,0.0,0.0,0.0,0.105269581079483
98,P1,author,19810,single,Q4,What book has Marya Hornbacher written?,The Center of Winter,The Song of Achilles,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.4499999999999999,0.3333333333333333,0.5,0.0955442792204366,0.1139182150363922
99,P1,author,19810,single,Q4,What book has Ann Turner (writer) written?,The Girl Who Chased Away Sorrow,"The Lion, the Witch, and the Wardrobe",hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3783783783783784,0.0909090909090909,0.1538461538461538,0.033031643180138,0.2614918053150177
100,P1,author,19810,single,Q4,What book has Harold Keith written?,Rifles for Watie,The Wind in the Willows,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1739130434782608,0.0,0.0,0.0,0.0778693109750747
101,P1,author,19810,single,Q4,What book has Bhalchandra Nemade written?,Kosala (novel),Yalgar,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1428571428571429,0.0,0.0,0.0,0.1673740893602371
102,P1,author,19810,single,Q4,What book has Pieter Aspe written?,Zoenoffer,The Stone Girl,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2142857142857143,0.0,0.0,0.0,0.3350548148155212
103,P1,author,19810,single,Q4,What book has Jerry Hopkins (author) written?,No One Here Gets Out Alive,Fear and Loathing in Las Vegas,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1666666666666666,0.0,0.0,0.0,0.1535996347665786
104,P1,author,19810,single,Q4,What book has Eugène Sue written?,The Wandering Jew (novel),The Mysteries of Paris,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.36,0.1428571428571428,0.25,0.0803428418944651,0.1903459727764129
105,P1,author,19810,single,Q4,What book has Patrick Hamilton (writer) written?,Hangover Square,Sweet Poison,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1333333333333333,0.0,0.0,0.0,0.2952057421207428
106,P1,author,19810,single,Q4,What book has Kyle Onstott written?,Mandingo (novel),The Serpent and the Rope,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.125,0.0,0.0,0.0,0.2028347253799438
107,P1,author,19810,single,Q4,What book has Michael Pearson (author) written?,Shohola Falls,Good Grief,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2307692307692307,0.0,0.0,0.0,0.0553948879241943
108,P1,author,19810,single,Q4,What book has Édouard de Pomiane written?,La cuisine en dix minutes,Le Grand Monde,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.28,0.0,0.0,0.0,0.3767557144165039
109,P1,author,19810,single,Q4,What book has Charles Finger written?,Tales from Silver Lands,The Art of the Possible,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1739130434782608,0.0,0.0,0.0,0.1968103051185608
110,P1,author,19810,single,Q4,What book has Katharine Kerr written?,Daggerspell,Memory Pond,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0,0.0,0.0,0.0,0.2317292690277099
111,P1,author,19810,single,Q4,What book has Adam McCune (novelist) written?,The Rats of Hamelin,The Echo Chamber,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.368421052631579,0.1666666666666666,0.2857142857142857,0.0814136751754278,0.1433067917823791
112,P1,author,19810,single,Q4,What book has Jonathan Latimer written?,The Lady in the Morgue,The God Equation,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.3181818181818182,0.1428571428571428,0.25,0.058335447372078,0.1682935655117035
113,P1,author,19810,single,Q4,What book has Annette von Droste-Hülshoff written?,Die Judenbuche,The Distant Voice of Thunder,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2142857142857143,0.0,0.0,0.0,0.068788044154644
114,P1,author,19810,single,Q4,What book has James Percy FitzPatrick written?,Jock of the Bushveld,The Haunted Road,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.15,0.0,0.2857142857142857,0.0,0.1840416491031646
115,P1,author,19810,single,Q4,What book has Andrew Lang written?,The World's Desire,Andersen's Fairy Tales,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1818181818181817,0.0,0.25,0.0,0.2011549919843673
116,P1,author,19810,single,Q4,What book has Elizabeth George written?,Well-Schooled in Murder,"George, Elizabeth",hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.1739130434782608,0.0,0.0,0.0,0.0720110982656478
117,P1,author,19810,single,Q4,What book has Gennifer Choldenko written?,Al Capone Does My Shirts,Missing,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0833333333333333,0.0,0.0,0.0,0.1109719425439834
118,P1,author,19810,single,Q4,What book has Nathaniel Philbrick written?,In the Heart of the Sea,The Mayflower,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.2608695652173913,0.0,0.25,0.0,0.2742923498153686
119,P1,author,19810,single,Q4,What book has Kathleen Sky written?,Vulcan!,The Shadow Thriller Series,hallucination,hallucination,hallucination,hallucination,hallucination,hallucination,0,0.0384615384615384,0.0,0.0,0.0,0.1439184844493866
